0|sidehacker|10.0|13|Catan
1|Varthlokkur|10.0|13|Catan
2|dougthonus|10.0|13|Catan
3|cypar7|10.0|13|Catan
4|ssmooth|10.0|13|Catan
5|Halloran|10.0|13|Catan
6|isamu|10.0|13|Catan
7|hreimer|10.0|13|Catan
8|ericgorr|10.0|13|Catan
9|butch|10.0|13|Catan
10|ksgo|10.0|13|Catan
11|daredevil|10.0|13|Catan
12|bigodes|10.0|13|Catan
13|Elyah|10.0|13|Catan
14|Krunk2k|10.0|13|Catan
15|Rexyboy|10.0|13|Catan
16|hurkle|10.0|13|Catan
17|Thesp|10.0|13|Catan
18|philfry|10.0|13|Catan
19|bnpihl|10.0|13|Catan
20|Zagatto|10.0|13|Catan
21|turtle|10.0|13|Catan
22|Paul Slavich|10.0|13|Catan
23|starman|10.0|13|Catan
24|marconte|10.0|13|Catan
25|PatB|10.0|13|Catan
26|mnickerson30|10.0|13|Catan
27|kevhoffer|10.0|13|Catan
28|davester|10.0|13|Catan
29|eklaver|10.0|13|Catan
30|ScottM|10.0|13|Catan
31|grisenthwaite|10.0|13|Catan
32|Capn_Future|10.0|13|Catan
33|LordChrone|10.0|13|Catan
34|ericleesmith|10.0|13|Catan
35|fledermaus|10.0|13|Catan
36|pbowen|10.0|13|Catan
37|cfarrell|10.0|13|Catan
38|khaighle|10.0|13|Catan
39|bobcousy|10.0|13|Catan
40|sarahluna|10.0|13|Catan
41|andy hart|10.0|13|Catan
42|roberto|10.0|13|Catan
43|magnushoglund|10.0|13|Catan
44|sheepdog|10.0|13|Catan
45|Narayannis|10.0|13|Catan
46|Helmut|10.0|13|Catan
47|Scae|10.0|13|Catan
48|nadle|10.0|13|Catan
49|oobydoob|10.0|13|Catan
50|DookTibs|10.0|13|Catan
51|Blaster|10.0|13|Catan
52|Martina|10.0|13|Catan
53|jesuska|10.0|13|Catan
54|earnestto|10.0|13|Catan
55|Queex|10.0|13|Catan
56|Tod Levi|10.0|13|Catan
57|mythboy|10.0|13|Catan
58|Wazoo151|10.0|13|Catan
59|xzelan|10.0|13|Catan
60|FezAZ|10.0|13|Catan
61|hakkr|10.0|13|Catan
62|pinato|10.0|13|Catan
63|valthalion|10.0|13|Catan
64|brazz|10.0|13|Catan
65|zazenpanda|10.0|13|Catan
66|Dr-WhoopAss|10.0|13|Catan
67|barleyrooty|10.0|13|Catan
68|Mecoides|10.0|13|Catan
69|Yoder|10.0|13|Catan
70|Shooter|10.0|13|Catan
71|Don Quixote|10.0|13|Catan
72|krystrandya|10.0|13|Catan
73|JoaoPPP19|10.0|13|Catan
74|Inquisitory|10.0|13|Catan
75|McSorley|10.0|13|Catan
76|tempus42|10.0|13|Catan
77|paevett|10.0|13|Catan
78|Dayv|10.0|13|Catan
79|Marcus|10.0|13|Catan
80|Savage|10.0|13|Catan
81|Hrothgarrr|10.0|13|Catan
82|jesta81|10.0|13|Catan
83|kimmo|10.0|13|Catan
84|no_where_dense|10.0|13|Catan
85|busgat|10.0|13|Catan
86|Ceara|10.0|13|Catan
87|Chris_Roberts|10.0|13|Catan
88|patbsucka|10.0|13|Catan
89|BonnieD24|10.0|13|Catan
90|dhoylman|10.0|13|Catan
91|cche|10.0|13|Catan
92|drakezeus|10.0|13|Catan
93|Anthony|10.0|13|Catan
94|ckessel|10.0|13|Catan
95|wakko77|10.0|13|Catan
96|jjhalko|10.0|13|Catan
97|zakspeed|10.0|13|Catan
98|heroquest|10.0|13|Catan
99|AxeCrazy|10.0|13|Catan
100|Eric Brosius|10.0|13|Catan
101|sophist42|10.0|13|Catan
102|CitizenBob|10.0|13|Catan
103|greygrey|10.0|13|Catan
104|Spielfreak|10.0|13|Catan
105|wiley1za|10.0|13|Catan
106|Gamergrrl|10.0|13|Catan
107|Burak|10.0|13|Catan
108|moniquep|10.0|13|Catan
109|AdamMcD|10.0|13|Catan
110|elpadre|10.0|13|Catan
111|Pleasington|10.0|13|Catan
112|SkarfBoy|10.0|13|Catan
113|jdigaetano|10.0|13|Catan
114|gzamira|10.0|13|Catan
115|ZombyDawg|10.0|13|Catan
116|ctripp|10.0|13|Catan
117|dead jawa|10.0|13|Catan
118|rustyjames21|10.0|13|Catan
119|Arnott|10.0|13|Catan
120|Badger|10.0|13|Catan
121|regis|10.0|13|Catan
122|Ghoest|10.0|13|Catan
123|Caio|10.0|13|Catan
124|mcscrappy|10.0|13|Catan
125|Vardelith|10.0|13|Catan
126|Val42|10.0|13|Catan
127|repguy28@aol.com|10.0|13|Catan
128|greystar|10.0|13|Catan
129|shuitt|10.0|13|Catan
130|astar56|10.0|13|Catan
131|ButchieToetracks|10.0|13|Catan
132|paulgo|10.0|13|Catan
133|birdieblake|10.0|13|Catan
134|jmkinki|10.0|13|Catan
135|Goblinz|10.0|13|Catan
136|jeremy-k|10.0|13|Catan
137|Samuel Blanchard|10.0|13|Catan
138|AmyVT|10.0|13|Catan
139|Douwecarel|10.0|13|Catan
140|Hossen|10.0|13|Catan
141|StewartTame|10.0|13|Catan
142|JasonF|10.0|13|Catan
143|hitechwaiter|10.0|13|Catan
144|shadowkeeper|10.0|13|Catan
145|JimsThirdID|10.0|13|Catan
146|mpgrace|10.0|13|Catan
147|ollie53|10.0|13|Catan
148|Frank Hamrick|10.0|13|Catan
149|matthews_rj|10.0|13|Catan
150|lbandcp|10.0|13|Catan
151|ynys|10.0|13|Catan
152|grimawormtongue|10.0|13|Catan
153|romanchance|10.0|13|Catan
154|kiwisven|10.0|13|Catan
155|PeggyB|10.0|13|Catan
156|tance|10.0|13|Catan
157|Rombout|10.0|13|Catan
158|Tarindel|10.0|13|Catan
159|id10t_corner|10.0|13|Catan
160|halfdane|10.0|13|Catan
161|wingedpotato|10.0|13|Catan
162|Dani76|10.0|13|Catan
163|MistahFuji|10.0|13|Catan
164|mdmaguire|10.0|13|Catan
165|irmiz|10.0|13|Catan
166|Fred frenay|10.0|13|Catan
167|Keijs|10.0|13|Catan
168|gamemark|10.0|13|Catan
169|The Bard|10.0|13|Catan
170|Passionis|10.0|13|Catan
171|Justin77|10.0|13|Catan
172|jsciv|10.0|13|Catan
173|CalicoDave|10.0|13|Catan
174|atrocity|10.0|13|Catan
175|rajym72|10.0|13|Catan
176|camocoffey|10.0|13|Catan
177|Joe Gamer|10.0|13|Catan
178|robertmoon|10.0|13|Catan
179|gray0013|10.0|13|Catan
180|tadpost|10.0|13|Catan
181|narcoleprosy|10.0|13|Catan
182|sangjmoon|10.0|13|Catan
183|Minok|10.0|13|Catan
184|Gordon the Green|10.0|13|Catan
185|matmo|10.0|13|Catan
186|Galope|10.0|13|Catan
187|Ludocrazy|10.0|13|Catan
188|marielinux|10.0|13|Catan
189|Tabuleiro_Virtual|10.0|13|Catan
190|caffinedrenchedfrog|10.0|13|Catan
191|Roboduck|10.0|13|Catan
192|Maladyn|10.0|13|Catan
193|Phantom|10.0|13|Catan
194|billermark|10.0|13|Catan
195|wunda|10.0|13|Catan
196|raucous|10.0|13|Catan
197|gdunbar|10.0|13|Catan
198|commlal|10.0|13|Catan
199|markb_34|10.0|13|Catan
200|radagast77|10.0|13|Catan
201|epps71|10.0|13|Catan
202|CruelBritannia|10.0|13|Catan
203|Drimm|10.0|13|Catan
204|Scott Palmer|10.0|13|Catan
205|Cal Mac|10.0|13|Catan
206|BrashTech|10.0|13|Catan
207|Zaebos|10.0|13|Catan
208|andrewh63|10.0|13|Catan
209|kdodds|10.0|13|Catan
210|kunnagh|10.0|13|Catan
211|Fluffy|10.0|13|Catan
212|sparrowek|10.0|13|Catan
213|VeggieBoy|10.0|13|Catan
214|dskias|10.0|13|Catan
215|chockle|10.0|13|Catan
216|sylvian|10.0|13|Catan
217|HiRoller|10.0|13|Catan
218|xcerx|10.0|13|Catan
219|Fett77|10.0|13|Catan
220|pkmann|10.0|13|Catan
221|Rikmaster|10.0|13|Catan
222|landrobot|10.0|13|Catan
223|pokermike|10.0|13|Catan
224|tacitvs|10.0|13|Catan
225|kissemo|10.0|13|Catan
226|John Morgan|10.0|13|Catan
227|Discopatrol|10.0|13|Catan
228|Dr.Feelgood|10.0|13|Catan
229|Call Me Ishmael|10.0|13|Catan
230|canonis|10.0|13|Catan
231|Kari|10.0|13|Catan
232|teachermaniac|10.0|13|Catan
233|wralen|10.0|13|Catan
234|Jimmer|10.0|13|Catan
235|Gepard|10.0|13|Catan
236|RachelSweatDuvall|10.0|13|Catan
237|bigsteveuk|10.0|13|Catan
238|Tozzi|10.0|13|Catan
239|cferrin|10.0|13|Catan
240|fantasio|10.0|13|Catan
241|wgiammona47|10.0|13|Catan
242|rfulcher|10.0|13|Catan
243|SigsPerry|10.0|13|Catan
244|mallidiv|10.0|13|Catan
245|roudy000|10.0|13|Catan
246|tanglewoodtree|10.0|13|Catan
247|Efexeye|10.0|13|Catan
248|turiddu|10.0|13|Catan
249|Dark_Piranha|10.0|13|Catan
250|spaceship789|10.0|13|Catan
251|MickeX|10.0|13|Catan
252|klausbh|10.0|13|Catan
253|nsimoya|10.0|13|Catan
254|Tim Synge|10.0|13|Catan
255|Melatonin|10.0|13|Catan
256|jdestubbs|10.0|13|Catan
257|Raelus|10.0|13|Catan
258|super...|10.0|13|Catan
259|Gimel Vav|10.0|13|Catan
260|hatchitt|10.0|13|Catan
261|Bjorn74|10.0|13|Catan
262|donderwolkje|10.0|13|Catan
263|snrpbl3nl|10.0|13|Catan
264|DocHolmes|10.0|13|Catan
265|mechpilot|10.0|13|Catan
266|houch monkey|10.0|13|Catan
267|Andy-the-Dandy|10.0|13|Catan
268|lantern314|10.0|13|Catan
269|hmakrakis|10.0|13|Catan
270|tkat|10.0|13|Catan
271|dsaxon|10.0|13|Catan
272|RoSKoMaNTe|10.0|13|Catan
273|gigor77|10.0|13|Catan
274|chaschen|10.0|13|Catan
275|katey|10.0|13|Catan
276|edramone|10.0|13|Catan
277|lennart|10.0|13|Catan
278|Schadenfreude|10.0|13|Catan
279|Wurzelzwerg|10.0|13|Catan
280|ElmoLovesGames|10.0|13|Catan
281|climb|10.0|13|Catan
282|shyawnkarim|10.0|13|Catan
283|LeAchim|10.0|13|Catan
284|hjhaapakoski|10.0|13|Catan
285|Steve F.|10.0|13|Catan
286|dfallat|10.0|13|Catan
287|instantba|10.0|13|Catan
288|jlavigne|10.0|13|Catan
289|ryanemge|10.0|13|Catan
290|Joe66|10.0|13|Catan
291|AlexSand|10.0|13|Catan
292|JSmu|10.0|13|Catan
293|candy555479|10.0|13|Catan
294|istrebitjel|10.0|13|Catan
295|MichiganFlicker|10.0|13|Catan
296|darksurtur|10.0|13|Catan
297|pisecobabe|10.0|13|Catan
298|jacy|10.0|13|Catan
299|Cyroc|10.0|13|Catan
300|RjZombie|10.0|13|Catan
301|ptm_junk|10.0|13|Catan
302|riton|10.0|13|Catan
303|Scilaci|10.0|13|Catan
304|Fensedge|10.0|13|Catan
305|MagoBaol|10.0|13|Catan
306|MUKid|10.0|13|Catan
307|Endurion|10.0|13|Catan
308|Mike_J|10.0|13|Catan
309|Grack21|10.0|13|Catan
310|snowden27|10.0|13|Catan
311|Ion2|10.0|13|Catan
312|kmundo|10.0|13|Catan
313|derasps|10.0|13|Catan
314|luip|10.0|13|Catan
315|Rileywiebe|10.0|13|Catan
316|ninjamikey|10.0|13|Catan
317|FullTinCan|10.0|13|Catan
318|satzle|10.0|13|Catan
319|coker|10.0|13|Catan
320|russellg|10.0|13|Catan
321|gabgil|10.0|13|Catan
322|LittleRedHen|10.0|13|Catan
323|fellobo|10.0|13|Catan
324|Covenant_Games|10.0|13|Catan
325|cube|10.0|13|Catan
326|mjburrage|10.0|13|Catan
327|Teufel|10.0|13|Catan
328|dnl80|10.0|13|Catan
329|Vidkent|10.0|13|Catan
330|jason_d_young|10.0|13|Catan
331|RichBids|10.0|13|Catan
332|Justtheo|10.0|13|Catan
333|jdpalmer|10.0|13|Catan
334|troy812|10.0|13|Catan
335|zx80|10.0|13|Catan
336|celeman|10.0|13|Catan
337|slith|10.0|13|Catan
338|jestat|10.0|13|Catan
339|tragicpoet|10.0|13|Catan
340|Biker1999|10.0|13|Catan
341|GamesWeLove|10.0|13|Catan
342|mad_mouse|10.0|13|Catan
343|jewles|10.0|13|Catan
344|jdgavin|10.0|13|Catan
345|puffinge|10.0|13|Catan
346|HOlg|10.0|13|Catan
347|Zeakul|10.0|13|Catan
348|Gnomekin|10.0|13|Catan
349|Jim Cobb|10.0|13|Catan
350|swordheart|10.0|13|Catan
351|puella|10.0|13|Catan
352|kangelis|10.0|13|Catan
353|jesterzia|10.0|13|Catan
354|russe1g|10.0|13|Catan
355|Spazgoria|10.0|13|Catan
356|UScr00ge|10.0|13|Catan
357|ChaosOrdeal|10.0|13|Catan
358|Frost55|10.0|13|Catan
359|calvin42hobbes|10.0|13|Catan
360|ecliptik|10.0|13|Catan
361|andrewatmsu|10.0|13|Catan
362|friendofscrub|10.0|13|Catan
363|chaoswarrior|10.0|13|Catan
364|bodtchboy|10.0|13|Catan
365|phantomvortex|10.0|13|Catan
366|djwatson|10.0|13|Catan
367|Famous Mortimer|10.0|13|Catan
368|DeusInnomen|10.0|13|Catan
369|rogerm|10.0|13|Catan
370|msuspar10|10.0|13|Catan
371|Amy_chan|10.0|13|Catan
372|Garrett|10.0|13|Catan
373|griffinchilders|10.0|13|Catan
374|joemac2|10.0|13|Catan
375|pinkunicorn|10.0|13|Catan
376|HaoleBoy|10.0|13|Catan
377|Watchmaker|10.0|13|Catan
378|matt_stutts|10.0|13|Catan
379|humeral|10.0|13|Catan
380|jasonhibbs|10.0|13|Catan
381|cuspo|10.0|13|Catan
382|effdee|10.0|13|Catan
383|menkveld muffin|10.0|13|Catan
384|anastasis17|10.0|13|Catan
385|Moglet|10.0|13|Catan
386|wbsidell|10.0|13|Catan
387|Nekura|10.0|13|Catan
388|mauricetheferret|10.0|13|Catan
389|silentj|10.0|13|Catan
390|scottmc94|10.0|13|Catan
391|pilldill|10.0|13|Catan
392|darcyj2|10.0|13|Catan
393|kreen|10.0|13|Catan
394|xanagraça|10.0|13|Catan
395|goosere1|10.0|13|Catan
396|teknosuicide|10.0|13|Catan
397|Kyriakou|10.0|13|Catan
398|Cthugha|10.0|13|Catan
399|KirillGil|10.0|13|Catan
400|catnthehat|10.0|13|Catan
401|Lorien17|10.0|13|Catan
402|RinzaiZen|10.0|13|Catan
403|Micron|10.0|13|Catan
