cc197bad-dc9c-440d-a5b5-d52ba2e14234|United Kingdom|5381567|360111850|FALSE
a74b1b7f-71a5-4011-9441-d0b5e4122711|United Kingdom|4732528|499548797|FALSE
8bfac288-ccc5-448d-9573-c33ea2aa5c30|United States|4620835|293784041|FALSE
73e5e69d-3554-40d8-8516-00cb38737a1c|United States|4558193|199248986|FALSE
b95ce3ff-3d05-4e87-9e01-c97b66af13d4|United States|4517997|199507511|FALSE
95e1ead9-4d31-4808-a7ac-32c3614c116b|United States|4428868|208722092|FALSE
164f0d73-1234-4e2c-8743-d77bf2191051|United States|4390502|238603850|FALSE
5b11f4ce-a62d-471e-81fc-a69a8278c7da|United States|4272894|222303859|FALSE
9c9f1380-2516-4fc9-a3e6-f9f61941d090|United Kingdom|4089612|344838631|FALSE
0383dadf-2a4e-4d10-a46a-e9e041da8eb3|United Kingdom|4023379|191711573|FALSE
67f66c07-6e61-4026-ade5-7e782fad3a5d|United States|4005236|194253620|FALSE
f59c5520-5f46-4d2c-b2c4-822eabf53419|United States|3978390|294986508|FALSE
650e7db6-b795-4eb5-a702-5ea2fc46c848|United States|3820581|285469647|FALSE
b071f9fa-14b0-4217-8e97-eb41da73f598|United Kingdom|3798330|154106551|FALSE
056e4f3e-d505-4dad-8ec1-d04f521cbb56|France|3782404|209502122|FALSE
084308bd-1654-436f-ba03-df6697104e19|United States|3738772|188558689|FALSE
122d63fc-8671-43e4-9752-34e846d62a9c|United States|3733134|146330284|FALSE
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d|United Kingdom|3674017|517126254|FALSE
39ab1aed-75e0-4140-bd47-540276886b60|United Kingdom|3592076|150683301|FALSE
e21857d5-3256-4547-afb3-4b6ded592596|United Kingdom|3577998|169844826|FALSE
859d0860-d480-4efd-970c-c05d5f1776b8|United States|3554615|153947081|FALSE
f27ec8db-af05-4f36-916e-3d57f91ecf5e|United States|3546966|131160791|FALSE
0ab49580-c84f-44d4-875f-d83760ea2cfe|United States|3507447|118003794|FALSE
ada7a83c-e3e1-40f1-93f9-3e73dbc9298a|United Kingdom|3501680|332306552|FALSE
cc0b7089-c08d-4c10-b6b0-873582c17fd6|United States|3497648|226695285|FALSE
a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432|Ireland|3487345|142775747|FALSE
6ffb8ea9-2370-44d8-b678-e9237bbd347b|United States|3437638|169728792|FALSE
9fff2f8a-21e6-47de-a2b8-7f449929d43f|Canada|3379644|140245379|FALSE
5441c29d-3602-4898-b1a1-b77fa23b8e50|United Kingdom|3354711|193061649|FALSE
d5be5333-4171-427e-8e12-732087c6b78e|United States|3346410|71031050|FALSE
f181961b-20f7-459e-89de-920ef03c7ed0|United States|3262563|168904115|FALSE
45a663b5-b1cb-4a91-bff6-2bef7bbfdd76|United States|3255085|201961724|FALSE
eeb1195b-f213-4ce1-b28c-8565211f8e43|United States|3241492|116266032|FALSE
aa7a2827-f74b-473c-bd79-03d065835cf7|United Kingdom|3203026|113191642|FALSE
9efff43b-3b29-4082-824e-bc82f646f93d|United States|3189868|133763665|FALSE
f82bcf78-5b69-4622-a5ef-73800768d9ac|United States|3169635|85047192|FALSE
79239441-bfd5-4981-a70c-55c3f15c1287|United States|3102727|154336623|FALSE
83d91898-7763-47d7-b03b-b92132375c47|United Kingdom|3081313|313236119|FALSE
6fe07aa5-fec0-4eca-a456-f29bff451b04|United States|3050491|106853548|FALSE
a66999a7-ae5c-460e-ba94-1a01143ae847|United Kingdom|2982390|89077807|FALSE
0743b15a-3c32-48c8-ad58-cb325350befa|United States|2976416|176453833|FALSE
11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5|United States|2956612|127227708|FALSE
69ee3720-a7cb-4402-b48d-a02c366f2bcf|United Kingdom|2932819|156234819|FALSE
678d88b2-87b0-403b-b63d-5da7465aecc3|United Kingdom|2930957|188306100|FALSE
309c62ba-7a22-4277-9f67-4a162526d18a|United States|2918241|102281190|FALSE
3d2b98e5-556f-4451-a3ff-c50ea18d57cb|United States|2904687|72269474|FALSE
23a03e33-a603-404e-bcbf-2c00159d7067|United States|2900065|123898492|FALSE
